ABW|1999|1722798882.68156
ABW|2000|1873452513.96648
ABW|2001|1920262569.8324
ABW|2002|1941094972.06704
ABW|2003|2021301675.97765
ABW|2004|2228279329.60894
ABW|2005|2331005586.59218
ABW|2006|2421474860.3352
ABW|2007|2623726256.98324
ABW|2008|2791960893.85475
ABW|2009|2498932960.89385
ABW|2010|2467703910.61453
ABW|2011|2584463687.15084
ABW|2012|
AND|1999|1239840265.63345
AND|2000|1133644294.5425
AND|2001|1264760246.44075
AND|2002|1456198796.29382
AND|2003|1917948475.27513
AND|2004|2322163502.26295
AND|2005|2539759285.92747
AND|2006|2823503852.62328
AND|2007|3245411583.7197
AND|2008|3712034266.50674
AND|2009|
AND|2010|
AND|2011|
AND|2012|
AFG|1999|
AFG|2000|
AFG|2001|2461666314.78366
AFG|2002|4128818042.61749
AFG|2003|4583648921.74369
AFG|2004|5285461998.97866
AFG|2005|6275076015.72254
AFG|2006|7057597615.29559
AFG|2007|9843851008.65578
AFG|2008|10190534636.4958
AFG|2009|12486950468.7364
AFG|2010|15936784436.1811
AFG|2011|17870159081.5143
AFG|2012|20496777409.458
AGO|1999|6152922942.98032
AGO|2000|9129594818.60749
AGO|2001|8936079252.77131
AGO|2002|12497346042.8261
AGO|2003|14188949239.8095
AGO|2004|19640862549.6511
AGO|2005|28233699240.3249
AGO|2006|41789494461.5461
AGO|2007|60448890972.4218
AGO|2008|84178086998.6708
AGO|2009|75492417649.3276
AGO|2010|82470894868.3337
AGO|2011|104115863405.183
AGO|2012|114147030253.231
ALB|1999|3434402453.41057
ALB|2000|3686649387.03405
ALB|2001|4091020249.36656
ALB|2002|4449373455.56632
ALB|2003|5652325081.59963
ALB|2004|7464446950.02559
ALB|2005|8376483740.48289
ALB|2006|9132562332.43024
ALB|2007|10704661570.5584
ALB|2008|12968652890.9091
ALB|2009|12118580597.0542
ALB|2010|11858166294.8409
ALB|2011|12959563902.4015
ALB|2012|12648095824.4086
ARB|1999|628182600846.002
ARB|2000|723694306542.266
ARB|2001|703915275298.082
ARB|2002|713804289586.116
ARB|2003|804100804249.573
ARB|2004|946643582228.887
ARB|2005|1158762407500.52
ARB|2006|1396469740105.35
ARB|2007|1631880343193.5
ARB|2008|2073805224439.72
ARB|2009|1807824851146.26
ARB|2010|2103058392938.17
ARB|2011|2555354699725.03
ARB|2012|
ARE|1999|84445475523.1267
ARE|2000|104337375342.526
ARE|2001|103311643522.893
ARE|2002|109816204634.494
ARE|2003|124346361618.639
ARE|2004|147824374542.517
ARE|2005|180617023539.137
ARE|2006|222105928740.596
ARE|2007|258150041410.76
ARE|2008|314844665222.197
ARE|2009|270334929437.512
ARE|2010|287421927883.393
ARE|2011|348594972517.105
ARE|2012|
ARG|1999|283523000000
ARG|2000|284203750000
ARG|2001|268696750000
ARG|2002|102040286874.385
ARG|2003|129597154256.313
ARG|2004|153129509710.176
ARG|2005|183193418481.532
ARG|2006|214066154250.003
ARG|2007|260768703249.434
ARG|2008|326582808527.135
ARG|2009|307155148184.324
